=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.01.24 17:28:48 =~=~=~=~=~=~=~=~=~=~=~=
         1 |             10  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1                 1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
         1 |              8  4104
